2D honeycomb lattice (graphene)
  2
  9
 1  1  1  1  1  1  1  1  1
   -1   -1    0    1    1  0.00000000  0.00000000
   -1   -1    0    2    1  0.00000000  0.00000000
   -1   -1    0    1    2  0.00000000  0.00000000
   -1   -1    0    2    2  0.00000000  0.00000000
   -1    0    0    1    1  0.00000000  0.00000000
   -1    0    0    2    1  0.00000000  0.00000000
   -1    0    0    1    2 -2.70000000  0.00000000
   -1    0    0    2    2  0.00000000  0.00000000
   -1    1    0    1    1  0.00000000  0.00000000
   -1    1    0    2    1  0.00000000  0.00000000
   -1    1    0    1    2  0.00000000  0.00000000
   -1    1    0    2    2  0.00000000  0.00000000
    0   -1    0    1    1  0.00000000  0.00000000
    0   -1    0    2    1 -2.70000000  0.00000000
    0   -1    0    1    2  0.00000000  0.00000000
    0   -1    0    2    2  0.00000000  0.00000000
    0    0    0    1    1  0.00000000  0.00000000
    0    0    0    2    1 -2.70000000  0.00000000
    0    0    0    1    2 -2.70000000  0.00000000
    0    0    0    2    2  0.00000000  0.00000000
    0    1    0    1    1  0.00000000  0.00000000
    0    1    0    2    1  0.00000000  0.00000000
    0    1    0    1    2 -2.70000000  0.00000000
    0    1    0    2    2  0.00000000  0.00000000
    1   -1    0    1    1  0.00000000  0.00000000
    1   -1    0    2    1  0.00000000  0.00000000
    1   -1    0    1    2  0.00000000  0.00000000
    1   -1    0    2    2  0.00000000  0.00000000
    1    0    0    1    1  0.00000000  0.00000000
    1    0    0    2    1 -2.70000000  0.00000000
    1    0    0    1    2  0.00000000  0.00000000
    1    0    0    2    2  0.00000000  0.00000000
    1    1    0    1    1  0.00000000  0.00000000
    1    1    0    2    1  0.00000000  0.00000000
    1    1    0    1    2  0.00000000  0.00000000
    1    1    0    2    2  0.00000000  0.00000000
